COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata,
27132518,3461203956,,343030305,151870,151889,3461203956,TELEORMAN,,,10,ȘCOALA POSTLICEALĂ FEG EDUCATION ROȘIORI DE VEDE,SCOALA POSTLICEALA FEG EDUCATION ROSIORI DE VEDE,ROSIORI DE VEDE,Sf. Vineri,,
,3462101902,3461101246,,154852,154889,3462101902,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 4 COȘOTENI,GRADINITA CU PROGRAM NORMAL NR 4 COSOTENI,COŞOTENI,,,
,3462101653,3461100503,,153507,153525,3462101653,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ NR. 3 LĂCENI,SCOALA GIMNAZIALA NR 3 LACENI,LĂCENI,,,
16055150,3431100221,,3015434,151790,151807,3431100221,TELEORMAN,,,15,CASA CORPULUI DIDACTIC TELEORMAN,CASA CORPULUI DIDACTIC TELEORMAN,ALEXANDRIA,CARPAȚI,,
18990601,3461100105,,699980,154932,154941,3461100105,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ VÂRTOAPELE DE SUS,SCOALA GIMNAZIALA VARTOAPELE DE SUS,VÂRTOAPELE DE SUS,,,
,3462102107,3461100697,,152760,152788,3462102107,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 MERIȘANI (DOBROTEȘTI),GRADINITA CU PROGRAM NORMAL NR 2 MERISANI (DOBROTESTI),MERIŞANI,,,
,3462103438,3461103881,,152528,152537,3462103438,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 CIOLĂNEȘTII DIN DEAL,GRADINITA CU PROGRAM NORMAL NR 1 CIOLANESTII DIN DEAL,CIOLĂNEŞTII DIN DEAL,,,
,3462103515,3461100982,,154308,154326,3462103515,TELEORMAN,,,261,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 SÂRBENI,GRADINITA CU PROGRAM NORMAL NR 1 SARBENI,SÂRBENI,ȘCOLII,,
19080310,3461103682,,34698211,151790,151807,3461103682,TELEORMAN,,,107,ȘCOALA GIMNAZIALĂ NR. 6 ALEXANDRIA,SCOALA GIMNAZIALA NR 6 ALEXANDRIA,ALEXANDRIA,01.mai,,
,3462100263,3461100937,,152038,152047,3462100263,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 BĂBĂIȚA,GRADINITA CU PROGRAM NORMAL NR 1 BABAITA,BĂBĂIŢA,,,
,3462103492,3461100765,,153124,153133,3462103492,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL LISA,GRADINITA CU PROGRAM NORMAL LISA,LISA,,,
19004577,3461100566,,698924,155092,152813,3461100566,TELEORMAN,,,402,ȘCOALA GIMNAZIALĂ BEUCA,SCOALA GIMNAZIALA BEUCA,BEUCA,ȘCOLII,,
,3462102912,3461101332,,153696,153703,3462102912,TELEORMAN,,,40,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 POENI,GRADINITA CU PROGRAM NORMAL NR 1 POENI,POENI,G-RAL GHEORGHE RĂDULESCU,,
18990512,3461100937,,34698510,152038,152047,3461100937,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ BĂBĂIȚA,SCOALA GIMNAZIALA BABAITA,BĂBĂIŢA,,,
,3462101929,3461100028,,154754,154763,3462101929,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 TRIVALEA MOȘTENI,GRADINITA CU PROGRAM NORMAL NR 1 TRIVALEA MOSTENI,TRIVALEA-MOŞTENI,,,
,3462101671,3461100503,,153507,153516,3462101671,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 ORBEASCA DE JOS,GRADINITA CU PROGRAM NORMAL NR 2 ORBEASCA DE JOS,ORBEASCA DE JOS,,,
,3462101585,3461100082,,153437,153464,3462101585,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 GÂRDEȘTI,GRADINITA CU PROGRAM NORMAL NR 1 GARDESTI,GÂRDEŞTI,,,
,3462102057,3461100815,,152270,152289,3462102057,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 BUJORENI,GRADINITA CU PROGRAM NORMAL NR 1 BUJORENI,BUJORENI,,,
,3462101965,3461103569,,152412,152458,3462101965,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 NICOLAE BĂLCESCU,GRADINITA CU PROGRAM NORMAL NR 1 NICOLAE BALCESCU,NICOLAE BĂLCESCU,,,
18987495,3461100697,,698895,152760,152779,3461100697,TELEORMAN,,,38,ȘCOALA GIMNAZIALĂ NR. 1 DOBROTEȘTI,SCOALA GIMNAZIALA NR 1 DOBROTESTI,DOBROTEŞTI,PRIMĂRIEI,,
,3462102767,3461100105,,154932,154941,3462102767,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 VÂRTOAPELE DE SUS,GRADINITA CU PROGRAM NORMAL NR 1 VARTOAPELE DE SUS,VÂRTOAPELE DE SUS,,,
,3462102586,3461103777,,152993,153008,3462102586,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 FRUMOASA,GRADINITA CU PROGRAM NORMAL NR 1 FRUMOASA,FRUMOASA,,,
,3462100408,3461101368,,152172,152181,3462100408,TELEORMAN,,,,"""GRĂDINIȚA CU PROGRAM NORMAL """"DR. GHEORGHE FURTUNĂ"""" BOTOROAGA""",GRADINITA CU PROGRAM NORMAL DR GHEORGHE FURTUNA BOTOROAGA,BOTOROAGA,,,
,3462102378,3461100548,,151870,151889,3462102378,TELEORMAN,,,71-73,GRĂDINIȚA CU PROGRAM NORMAL NR. 6 ROȘIORI DE VEDE,GRADINITA CU PROGRAM NORMAL NR 6 ROSIORI DE VEDE,ROSIORI DE VEDE,CARPAȚI,,
,3462101617,3461103768,,155127,152065,3462101617,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 FRĂSINET,GRADINITA CU PROGRAM NORMAL NR 1 FRASINET,FRĂSINET,,,
,3462101445,3461101106,,154521,154567,3462101445,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 TALPA BÂSCOVENI,GRADINITA CU PROGRAM NORMAL NR 2 TALPA BASCOVENI,TALPA-BÂSCOVENI,,,
18995838,3461103587,,699801,154585,154594,3461103587,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE JOS,SCOALA GIMNAZIALA TATARASTII DE JOS,TĂTĂRĂŞTII DE JOS,,,
18984537,3461101237,,699485,153936,153945,3461101237,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ SALCIA,SCOALA GIMNAZIALA SALCIA,SALCIA,PRINCIPALĂ,,
,3462101974,3461103569,,152412,152430,3462101974,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 BUJORU (CĂLMĂȚUIU),GRADINITA CU PROGRAM NORMAL NR 3 BUJORU (CALMATUIU),BUJORU,,,
18991151,3461103705,,699693,154415,154424,3461103705,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ STEJARU,SCOALA GIMNAZIALA STEJARU,STEJARU,,,
18999732,3461101038,,34699136,153240,153259,3461101038,TELEORMAN,,,,LICEUL TEHNOLOGIC MĂGURA,LICEUL TEHNOLOGIC MAGURA,MĂGURA,,,
,3462101947,3461100028,,154754,154772,3462101947,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 BRĂTĂȘANI,GRADINITA CU PROGRAM NORMAL NR 3 BRATASANI,BRĂTĂŞANI,,,
,3462103551,3461100643,,151870,151889,3462103551,TELEORMAN,,,10,"""ȘCOALA GIMNAZIALĂ """"GALA GALACTION"""" ROȘIORI DE VEDE""",SCOALA GIMNAZIALA GALA GALACTION ROSIORI DE VEDE,ROSIORI DE VEDE,b-dul SFÂNTA VINERI,,
18999783,3461100498,,698883,152724,152733,3461100498,TELEORMAN,,,,"""ȘCOALA GIMNAZIALĂ """"GALA GALACTION"""" DIDEȘTI""",SCOALA GIMNAZIALA GALA GALACTION DIDESTI,DIDEŞTI,,,
,3462102306,3461103759,,153589,153598,3462102306,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL PIETROȘANI,GRADINITA CU PROGRAM NORMAL PIETROSANI,PIETROŞANI,,,
,3462103361,3461101115,,155136,154255,3462103361,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PURANI (PURANI),GRADINITA CU PROGRAM NORMAL NR 2 PURANI (PURANI),PURANI,,,
,3462102048,3461100815,,152270,152305,3462102048,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PRUNARU,GRADINITA CU PROGRAM NORMAL NR 2 PRUNARU,PRUNARU,,,
,3462100254,3461100937,,152038,152074,3462100254,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 MERIȘANI (BĂBĂIȚA),GRADINITA CU PROGRAM NORMAL NR 2 MERISANI (BABAITA),MERIŞANI,,,
,3462100367,3461101368,,152172,152207,3462100367,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 TÂRNAVA,GRADINITA CU PROGRAM NORMAL NR 2 TARNAVA,TÂRNAVA,,,
,3462100385,3461101368,,152172,152225,3462100385,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ NR. 2 VALEA CIREȘULUI,SCOALA GIMNAZIALA NR 2 VALEA CIRESULUI,VALEA CIREŞULUI,,,
,3462102957,3461100521,,153277,153286,3462102957,TELEORMAN,,,46,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 MĂLDĂENI,GRADINITA CU PROGRAM NORMAL NR 1 MALDAENI,MĂLDĂENI,PRINCIPALĂ,,
18994999,3461100806,,698388,151736,151745,3461100806,TELEORMAN,,,60,ȘCOALA GIMNAZIALĂ NR. 1 ISLAZ,SCOALA GIMNAZIALA NR 1 ISLAZ,ISLAZ,DUNĂRII,,
,3462102568,3461100055,,152902,152911,3462102568,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL DRĂGĂNEȘTI-VLAȘCA,GRADINITA CU PROGRAM NORMAL DRAGANESTI VLASCA,DRĂGĂNEŞTI-VLAŞCA,,,
4567904,3461101255,,694253,151790,151807,3461101255,TELEORMAN,,,148,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 4 ALEXANDRIA,GRADINITA CU PROGRAM PRELUNGIT NR 4 ALEXANDRIA,ALEXANDRIA,ALEXANDRU GHICA,,
,3462103076,3461100869,,154013,154040,3462103076,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 CUCUEȚI,GRADINITA CU PROGRAM NORMAL NR 3 CUCUETI,CUCUEŢI,,,
4652708,3461100019,,694332,151870,151889,3461100019,TELEORMAN,,,19,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 1 ROȘIORI DE VEDE,GRADINITA CU PROGRAM PRELUNGIT NR 1 ROSIORI DE VEDE,ROSIORI DE VEDE,MIHAI EMINESCU,,
18990490,3461100593,,699124,154996,153222,3461100593,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ NENCIULEȘTI,SCOALA GIMNAZIALA NENCIULESTI,NENCIULEŞTI,,,
,3462102143,3461100634,,151870,151889,3462102143,TELEORMAN,,,23,GRĂDINIȚA CU PROGRAM NORMAL NR. 5 ROȘIORI DE VEDE,GRADINITA CU PROGRAM NORMAL NR 5 ROSIORI DE VEDE,ROSIORI DE VEDE,DOROBANȚI,,
18987320,3461101359,,699954,154914,154923,3461101359,TELEORMAN,,,672,ȘCOALA GIMNAZIALĂ VIIȘOARA,SCOALA GIMNAZIALA VIISOARA,VIIŞOARA,ȘOS. PRINCIPALĂ,,
7379379,3461203911,,343000271,151790,151807,3461203911,TELEORMAN,,,107,"""ȘCOALA POSTLICEALĂ SANITARĂ """"CAROL DAVILA"""" ALEXANDRIA""",SCOALA POSTLICEALA SANITARA CAROL DAVILA ALEXANDRIA,ALEXANDRIA,"""1 MAI", Bl. B6," Sc. A"""
18990660,3461101115,,699629,155136,154264,3461101115,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ PURANII DE SUS,SCOALA GIMNAZIALA PURANII DE SUS,PURANII DE SUS,,,
,3462103135,3461100046,,154166,154175,3462103135,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL SFINȚEȘTI,GRADINITA CU PROGRAM NORMAL SFINTESTI,SFINŢEŞTI,,,
18991100,3461103664,,699423,153776,153785,3461103664,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ VITĂNEȘTI,SCOALA GIMNAZIALA VITANESTI,VITANESTI,,,
,3462100426,3461101038,,153240,153268,3462100426,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 GURUIENI,GRADINITA CU PROGRAM NORMAL NR 2 GURUIENI,GURUIENI,,,
18999759,3461101273,,699875,154736,154745,3461101273,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ TRAIAN,SCOALA GIMNAZIALA TRAIAN,TRAIAN,,,
18990466,3461100652,,698807,152564,152573,3461100652,TELEORMAN,,,197,ȘCOALA GIMNAZIALĂ CONȚEȘTI,SCOALA GIMNAZIALA CONTESTI,CONŢEŞTI,ȘOS. ALEXANDRIEI,,
19001538,3461100792,,698479,151932,151941,3461100792,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ CREVENICU,SCOALA GIMNAZIALA CREVENICU,CREVENICU,,,
,3462102455,3461100806,,151736,151754,3462102455,TELEORMAN,,,83,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 MOLDOVENI,GRADINITA CU PROGRAM NORMAL NR 3 MOLDOVENI,MOLDOVENI,ȘOS. ISLAZULUI,,
18986481,3461103723,,34699033,153026,153044,3461103723,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ BÂSCOVENI,SCOALA GIMNAZIALA BASCOVENI,BÂSCOVENI,,,
,3462103922,3461100105,,154932,154969,3462103922,TELEORMAN,,,,ȘCOALA PRIMARĂ VÂRTOAPELE DE JOS,SCOALA PRIMARA VARTOAPELE DE JOS,VÂRTOAPELE DE JOS,,,
,3462101558,3461103619,,152467,152485,3462101558,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 BĂCĂLEȘTI,GRADINITA CU PROGRAM NORMAL NR 2 BACALESTI,BĂCĂLEŞTI,,,
,3462102835,3461100593,,154996,153231,3462102835,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PĂRU ROTUND,GRADINITA CU PROGRAM NORMAL NR 2 PARU ROTUND,PĂRU ROTUND,,,
,3462103117,3461100747,,153204,153213,3462103117,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL MAVRODIN,GRADINITA CU PROGRAM NORMAL MAVRODIN,MAVRODIN,,,
19016202,3461103578,,698558,152083,152092,3461103578,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ NR. 1 BLEJEȘTI,SCOALA GIMNAZIALA NR 1 BLEJESTI,BLEJEŞTI,,,
,3462102247,3461100123,,154184,154219,3462102247,TELEORMAN,,,55,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 SEGARCEA DEAL,GRADINITA CU PROGRAM NORMAL NR 2 SEGARCEA DEAL,SEGARCEA-DEAL,PRINCIPALĂ,,
,3462102948,3461100521,,153277,153286,3462102948,TELEORMAN,,,98,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 MĂLDĂENI,GRADINITA CU PROGRAM NORMAL NR 2 MALDAENI,MĂLDĂENI,PRINCIPALĂ,,
4568535,3461100702,,700088,153561,153570,3461100702,TELEORMAN,,,,LICEUL TEORETIC PIATRA,LICEUL TEORETIC PIATRA,PIATRA,,,
,3462103325,3461103664,,153776,153810,3462103325,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PURANI (VITĂNEȘTI),GRADINITA CU PROGRAM NORMAL NR 2 PURANI (VITANESTI),PURANI,,,
18987347,3461100028,,699887,154754,154763,3461100028,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ TRIVALEA MOȘTENI,SCOALA GIMNAZIALA TRIVALEA MOSTENI,TRIVALEA-MOŞTENI,,,
,3462100313,3461103723,,153026,153044,3462100313,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 BÂSCOVENI,GRADINITA CU PROGRAM NORMAL NR 1 BASCOVENI,BÂSCOVENI,,,
,3462103411,3461103881,,152528,152546,3462103411,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 BALDOVINEȘTI,GRADINITA CU PROGRAM NORMAL NR 2 BALDOVINESTI,BALDOVINEŞTI,,,
4469060,3461100462,,1182697,151790,151807,3461100462,TELEORMAN,,,01.mar,LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA,LICEUL TEHNOLOGIC NR 1 ALEXANDRIA,ALEXANDRIA,TURNU MĂGURELE,,
18995021,3461100688,,698223,151870,151889,3461100688,TELEORMAN,,,46,"""ȘCOALA GIMNAZIALĂ """"MIHAI EMINESCU"""" ROȘIORI DE VEDE""",SCOALA GIMNAZIALA MIHAI EMINESCU ROSIORI DE VEDE,ROSIORI DE VEDE,I.L. CARAGIALE,,
18999813,3461101332,,699394,153696,153703,3461101332,TELEORMAN,,,39,ȘCOALA GIMNAZIALĂ NR. 1 POENI,SCOALA GIMNAZIALA NR 1 POENI,POENI,G-RAL GHEORGHE RĂDULESCU,,
18987290,3461101151,,699198,153339,153348,3461101151,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ NR. 1 MÂRZĂNEȘTI,SCOALA GIMNAZIALA NR 1 MARZANESTI,MÂRZĂNEŞTI,,,
,3462103144,3461100774,,153605,153614,3462103144,TELEORMAN,,,6,GRĂDINIȚA CU PROGRAM NORMAL PLOSCA,GRADINITA CU PROGRAM NORMAL PLOSCA,PLOSCA,STADIONULUI,,
18995056,3461100575,,698675,152314,152323,3461100575,TELEORMAN,,,85,ȘCOALA GIMNAZIALĂ BUJORU,SCOALA GIMNAZIALA BUJORU,BUJORU,GIURGIULUI,,
4568063,3421100234,,694215,151790,151807,3421100234,TELEORMAN,,,15,INSPECTORATUL ȘCOLAR JUDEȚEAN TELEORMAN,INSPECTORATUL SCOLAR JUDETEAN TELEORMAN,ALEXANDRIA,CARPAȚI,,
,3462101843,3461101187,,151816,151825,3462101843,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 NANOV,GRADINITA CU PROGRAM NORMAL NR 2 NANOV,NANOV,,,
18991119,3461100055,,698962,152902,152911,3461100055,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ DRĂGĂNEȘTI-VLAȘCA,SCOALA GIMNAZIALA DRAGANESTI VLASCA,DRĂGĂNEŞTI-VLAŞCA,,,
,3462102229,3461101169,,152617,152635,3462102229,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 BALTA SĂRATĂ,GRADINITA CU PROGRAM NORMAL NR 2 BALTA SARATA,BALTA SĂRATĂ,,,
,3462102188,3461100964,,151905,151914,3462102188,TELEORMAN,,,67,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 VIDELE (TĂMĂȘEȘTI),GRADINITA CU PROGRAM NORMAL NR 2 VIDELE (TAMASESTI),VIDELE,PLANTELOR,,
18987479,3461100851,,699722,155118,154488,3461100851,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ FÂNTÂNELE,SCOALA GIMNAZIALA FANTANELE,FÂNTÂNELE,,,
18990636,3461100824,,699916,154790,154807,3461100824,TELEORMAN,,,,"""ȘCOALA GIMNAZIALĂ """"ION PREOTU"""" TROIANUL""",SCOALA GIMNAZIALA ION PREOTU TROIANUL,TROIANUL,,,
4567920,3461100141,,1123990,151790,151807,3461100141,TELEORMAN,,,31,"""GRĂDINIȚA CU PROGRAM PRELUNGIT """"ION CREANGĂ"""" ALEXANDRIA""",GRADINITA CU PROGRAM PRELUNGIT ION CREANGA ALEXANDRIA,ALEXANDRIA,ION CREANGĂ,,
,3462102419,3461100218,,153062,153099,3462102419,TELEORMAN,,,3,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 DRĂGHINEȘTI,GRADINITA CU PROGRAM NORMAL NR 2 DRAGHINESTI,DRĂGHINEŞTI,BISERICII,,
4568330,3461100729,,700026,151870,151889,3461100729,TELEORMAN,,,09.nov,"""COLEGIUL NAȚIONAL """"ANASTASESCU"""" ROȘIORI DE VEDE""",COLEGIUL NATIONAL ANASTASESCU ROSIORI DE VEDE,ROSIORI DE VEDE,REPUBLICII,,
18987266,3461100444,,698687,152332,152341,3461100444,TELEORMAN,,,2,ȘCOALA GIMNAZIALĂ BUZESCU,SCOALA GIMNAZIALA BUZESCU,BUZESCU,ZAHARIA STANCU,,
,3462102808,3461103673,,154380,154399,3462102808,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 SMÂRDIOASA,GRADINITA CU PROGRAM NORMAL NR 1 SMARDIOASA,SMÂRDIOASA,,,
,3462102785,3461101228,,153384,153393,3462102785,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL MOȘTENI (MOȘTENI),GRADINITA CU PROGRAM NORMAL MOSTENI (MOSTENI),MOŞTENI,,,
